nombre_entidad;anio;grupo_edad;hombres;mujeres
ATLÁNTICO;2033;25-29;121996.0;117736.0
ATLÁNTICO;2033;30-34;121549.0;120859.0
ATLÁNTICO;2033;35-39;115802.0;118769.0
ATLÁNTICO;2033;40-44;105827.0;110517.0
ATLÁNTICO;2033;45-49;94227.0;100586.0
ATLÁNTICO;2033;50-54;86450.0;94743.0
ATLÁNTICO;2033;55-59;72488.0;81173.0
ATLÁNTICO;2033;60-64;64002.0;72637.0
ATLÁNTICO;2033;65-69;56838.0;66920.0
ATLÁNTICO;2033;70-74;44739.0;54439.0
ATLÁNTICO;2033;75-79;29568.0;37610.0
ATLÁNTICO;2033;80-84;17297.0;23209.0
ATLÁNTICO;2033;85-89;8278.0;11390.0
ATLÁNTICO;2033;90-94;3270.0;4690.0
ATLÁNTICO;2033;95-99;884.0;1414.0
ATLÁNTICO;2033;100+;111.0;197.0
ATLÁNTICO;2034;0-4;88017.0;83569.0
ATLÁNTICO;2034;5-9;96605.0;92013.0
ATLÁNTICO;2034;10-14;105707.0;101311.0
ATLÁNTICO;2034;15-19;114710.0;110926.0
ATLÁNTICO;2034;20-24;117978.0;114384.0
ATLÁNTICO;2034;25-29;121595.0;117333.0
ATLÁNTICO;2034;30-34;121728.0;120004.0
ATLÁNTICO;2034;35-39;116594.0;119580.0
ATLÁNTICO;2034;40-44;108225.0;112636.0
ATLÁNTICO;2034;45-49;95472.0;101582.0
ATLÁNTICO;2034;50-54;88087.0;96294.0
ATLÁNTICO;2034;55-59;74845.0;83467.0
ATLÁNTICO;2034;60-64;64381.0;73046.0
ATLÁNTICO;2034;65-69;57338.0;67363.0
ATLÁNTICO;2034;70-74;46484.0;56327.0
ATLÁNTICO;2034;75-79;30914.0;39186.0
ATLÁNTICO;2034;80-84;18128.0;24281.0
ATLÁNTICO;2034;85-89;8779.0;12057.0
ATLÁNTICO;2034;90-94;3369.0;4768.0
ATLÁNTICO;2034;95-99;924.0;1464.0
ATLÁNTICO;2034;100+;115.0;201.0
ATLÁNTICO;2035;0-4;86431.0;82056.0
ATLÁNTICO;2035;5-9;94847.0;90337.0
ATLÁNTICO;2035;10-14;103730.0;99342.0
ATLÁNTICO;2035;15-19;113702.0;109711.0
ATLÁNTICO;2035;20-24;117495.0;113958.0
ATLÁNTICO;2035;25-29;121007.0;116932.0
ATLÁNTICO;2035;30-34;121714.0;119159.0
ATLÁNTICO;2035;35-39;117543.0;120156.0
ATLÁNTICO;2035;40-44;110221.0;114361.0
ATLÁNTICO;2035;45-49;97118.0;103160.0
ATLÁNTICO;2035;50-54;89416.0;97197.0
ATLÁNTICO;2035;55-59;77415.0;86101.0
ATLÁNTICO;2035;60-64;64854.0;73609.0
ATLÁNTICO;2035;65-69;57763.0;67820.0
ATLÁNTICO;2035;70-74;48063.0;57835.0
ATLÁNTICO;2035;75-79;32295.0;40950.0
ATLÁNTICO;2035;80-84;19013.0;25345.0
ATLÁNTICO;2035;85-89;9295.0;12793.0
ATLÁNTICO;2035;90-94;3484.0;4899.0
ATLÁNTICO;2035;95-99;981.0;1503.0
ATLÁNTICO;2035;100+;120.0;208.0
ATLÁNTICO;2036;0-4;84881.0;80596.0
ATLÁNTICO;2036;5-9;93167.0;88725.0
ATLÁNTICO;2036;10-14;101969.0;97620.0
ATLÁNTICO;2036;15-19;112184.0;108014.0
ATLÁNTICO;2036;20-24;117072.0;113614.0
ATLÁNTICO;2036;25-29;120328.0;116423.0
ATLÁNTICO;2036;30-34;121590.0;118410.0
ATLÁNTICO;2036;35-39;118585.0;120656.0
ATLÁNTICO;2036;40-44;111804.0;115619.0
ATLÁNTICO;2036;45-49;99178.0;105021.0
ATLÁNTICO;2036;50-54;90505.0;98006.0
ATLÁNTICO;2036;55-59;79955.0;88591.0
ATLÁNTICO;2036;60-64;65730.0;74642.0
ATLÁNTICO;2036;65-69;58266.0;68022.0
ATLÁNTICO;2036;70-74;49162.0;59111.0
ATLÁNTICO;2036;75-79;33808.0;42807.0
ATLÁNTICO;2036;80-84;19926.0;26459.0
ATLÁNTICO;2036;85-89;9832.0;13541.0
ATLÁNTICO;2036;90-94;3634.0;5101.0
ATLÁNTICO;2036;95-99;1018.0;1546.0
ATLÁNTICO;2036;100+;124.0;215.0
ATLÁNTICO;2037;0-4;83393.0;79178.0
ATLÁNTICO;2037;5-9;91513.0;87159.0
ATLÁNTICO;2037;10-14;100277.0;95974.0
ATLÁNTICO;2037;15-19;110348.0;106014.0
ATLÁNTICO;2037;20-24;116691.0;113330.0
ATLÁNTICO;2037;25-29;119579.0;115838.0
ATLÁNTICO;2037;30-34;121551.0;117946.0
ATLÁNTICO;2037;35-39;119481.0;120680.0
ATLÁNTICO;2037;40-44;112906.0;116727.0
ATLÁNTICO;2037;45-49;101560.0;107145.0
ATLÁNTICO;2037;50-54;91600.0;98698.0
ATLÁNTICO;2037;55-59;82033.0;90856.0
ATLÁNTICO;2037;60-64;67207.0;76214.0
ATLÁNTICO;2037;65-69;58750.0;68178.0
ATLÁNTICO;2037;70-74;49968.0;60043.0
ATLÁNTICO;2037;75-79;35361.0;44708.0
ATLÁNTICO;2037;80-84;20921.0;27610.0
ATLÁNTICO;2037;85-89;10358.0;14296.0
ATLÁNTICO;2037;90-94;3819.0;5347.0
ATLÁNTICO;2037;95-99;1062.0;1578.0
ATLÁNTICO;2037;100+;128.0;224.0
ATLÁNTICO;2038;0-4;81937.0;77796.0
ATLÁNTICO;2038;5-9;89905.0;85632.0
ATLÁNTICO;2038;10-14;98552.0;94319.0
ATLÁNTICO;2038;15-19;108198.0;104002.0
ATLÁNTICO;2038;20-24;116483.0;112852.0
ATLÁNTICO;2038;25-29;118999.0;115324.0
ATLÁNTICO;2038;30-34;121398.0;117631.0
ATLÁNTICO;2038;35-39;120050.0;120220.0
ATLÁNTICO;2038;40-44;113867.0;117662.0
ATLÁNTICO;2038;45-49;104121.0;109450.0
ATLÁNTICO;2038;50-54;92579.0;99445.0
ATLÁNTICO;2038;55-59;84004.0;92777.0
ATLÁNTICO;2038;60-64;69038.0;78194.0
ATLÁNTICO;2038;65-69;59279.0;68396.0
ATLÁNTICO;2038;70-74;50437.0;60822.0
ATLÁNTICO;2038;75-79;36979.0;46504.0
ATLÁNTICO;2038;80-84;21953.0;28883.0
ATLÁNTICO;2038;85-89;10920.0;15004.0
ATLÁNTICO;2038;90-94;4050.0;5678.0
ATLÁNTICO;2038;95-99;1092.0;1600.0
ATLÁNTICO;2038;100+;137.0;233.0
ATLÁNTICO;2039;0-4;80526.0;76460.0
ATLÁNTICO;2039;5-9;88344.0;84152.0
ATLÁNTICO;2039;10-14;96838.0;92663.0
ATLÁNTICO;2039;15-19;106429.0;102230.0
ATLÁNTICO;2039;20-24;115735.0;111913.0
ATLÁNTICO;2039;25-29;118536.0;114925.0
ATLÁNTICO;2039;30-34;121128.0;117336.0
ATLÁNTICO;2039;35-39;120350.0;119519.0
ATLÁNTICO;2039;40-44;114725.0;118549.0
ATLÁNTICO;2039;45-49;106538.0;111592.0
ATLÁNTICO;2039;50-54;93843.0;100482.0
ATLÁNTICO;2039;55-59;85625.0;94336.0
ATLÁNTICO;2039;60-64;71312.0;80438.0
ATLÁNTICO;2039;65-69;59686.0;68844.0
ATLÁNTICO;2039;70-74;50939.0;61312.0
ATLÁNTICO;2039;75-79;38494.0;48207.0
ATLÁNTICO;2039;80-84;23014.0;30172.0
ATLÁNTICO;2039;85-89;11486.0;15745.0
ATLÁNTICO;2039;90-94;4321.0;6036.0
ATLÁNTICO;2039;95-99;1148.0;1645.0
ATLÁNTICO;2039;100+;145.0;242.0
ATLÁNTICO;2040;0-4;79144.0;75147.0
ATLÁNTICO;2040;5-9;86818.0;82700.0
ATLÁNTICO;2040;10-14;95142.0;91062.0
ATLÁNTICO;2040;15-19;104555.0;100383.0
ATLÁNTICO;2040;20-24;114833.0;110825.0
ATLÁNTICO;2040;25-29;118170.0;114615.0
ATLÁNTICO;2040;30-34;120672.0;117041.0
ATLÁNTICO;2040;35-39;120477.0;118815.0
ATLÁNTICO;2040;40-44;115724.0;119211.0
ATLÁNTICO;2040;45-49;108556.0;113376.0
ATLÁNTICO;2040;50-54;95510.0;102073.0
ATLÁNTICO;2040;55-59;86962.0;95284.0
ATLÁNTICO;2040;60-64;73801.0;83022.0
ATLÁNTICO;2040;65-69;60174.0;69444.0
ATLÁNTICO;2040;70-74;51401.0;61828.0
ATLÁNTICO;2040;75-79;39869.0;49600.0
ATLÁNTICO;2040;80-84;24105.0;31613.0
ATLÁNTICO;2040;85-89;12092.0;16494.0
ATLÁNTICO;2040;90-94;4587.0;6438.0
ATLÁNTICO;2040;95-99;1191.0;1701.0
ATLÁNTICO;2040;100+;155.0;249.0
ATLÁNTICO;2041;0-4;77812.0;73880.0
ATLÁNTICO;2041;5-9;85332.0;81300.0
ATLÁNTICO;2041;10-14;93521.0;89506.0
ATLÁNTICO;2041;15-19;102892.0;98758.0
ATLÁNTICO;2041;20-24;113448.0;109279.0
ATLÁNTICO;2041;25-29;117840.0;114392.0
ATLÁNTICO;2041;30-34;120112.0;116635.0
ATLÁNTICO;2041;35-39;120455.0;118206.0
ATLÁNTICO;2041;40-44;116802.0;119805.0
ATLÁNTICO;2041;45-49;110178.0;114690.0
ATLÁNTICO;2041;50-54;97586.0;103985.0
ATLÁNTICO;2041;55-59;88066.0;96120.0
ATLÁNTICO;2041;60-64;76244.0;85459.0
ATLÁNTICO;2041;65-69;61043.0;70469.0
ATLÁNTICO;2041;70-74;51924.0;62091.0
ATLÁNTICO;2041;75-79;40865.0;50781.0
ATLÁNTICO;2041;80-84;25316.0;33145.0
ATLÁNTICO;2041;85-89;12719.0;17274.0
ATLÁNTICO;2041;90-94;4879.0;6840.0
ATLÁNTICO;2041;95-99;1248.0;1786.0
ATLÁNTICO;2041;100+;159.0;258.0
ATLÁNTICO;2042;0-4;76502.0;72648.0
ATLÁNTICO;2042;5-9;83904.0;79930.0
ATLÁNTICO;2042;10-14;91923.0;87992.0
ATLÁNTICO;2042;15-19;101282.0;97208.0
ATLÁNTICO;2042;20-24;111768.0;107445.0
ATLÁNTICO;2042;25-29;117582.0;114203.0
ATLÁNTICO;2042;30-34;119485.0;116156.0
ATLÁNTICO;2042;35-39;120548.0;117848.0
ATLÁNTICO;2042;40-44;117777.0;119929.0
ATLÁNTICO;2042;45-49;111334.0;115847.0
ATLÁNTICO;2042;50-54;99978.0;106137.0
ATLÁNTICO;2042;55-59;89184.0;96863.0
ATLÁNTICO;2042;60-64;78280.0;87701.0
ATLÁNTICO;2042;65-69;62460.0;72008.0
ATLÁNTICO;2042;70-74;52412.0;62315.0
ATLÁNTICO;2042;75-79;41596.0;51687.0
ATLÁNTICO;2042;80-84;26556.0;34709.0
ATLÁNTICO;2042;85-89;13404.0;18094.0
ATLÁNTICO;2042;90-94;5167.0;7251.0
ATLÁNTICO;2042;95-99;1320.0;1883.0
ATLÁNTICO;2042;100+;169.0;261.0
BOLÍVAR;2018;0-4;100388.0;95956.0
BOLÍVAR;2018;5-9;102895.0;97000.0
BOLÍVAR;2018;10-14;104563.0;98217.0
BOLÍVAR;2018;15-19;98765.0;95170.0
BOLÍVAR;2018;20-24;87008.0;87193.0
BOLÍVAR;2018;25-29;79676.0;80577.0
BOLÍVAR;2018;30-34;69987.0;73243.0
BOLÍVAR;2018;35-39;65115.0;69285.0
BOLÍVAR;2018;40-44;57790.0;60698.0
BOLÍVAR;2018;45-49;54220.0;56786.0
BOLÍVAR;2018;50-54;51560.0;54528.0
BOLÍVAR;2018;55-59;44114.0;46873.0
BOLÍVAR;2018;60-64;34521.0;37381.0
BOLÍVAR;2018;65-69;26775.0;29284.0
BOLÍVAR;2018;70-74;19191.0;21338.0
BOLÍVAR;2018;75-79;13937.0;16011.0
BOLÍVAR;2018;80-84;8850.0;11379.0
BOLÍVAR;2018;85-89;4863.0;6736.0
BOLÍVAR;2018;90-94;2150.0;3226.0
BOLÍVAR;2018;95-99;725.0;1151.0
BOLÍVAR;2018;100+;398.0;560.0
BOLÍVAR;2019;0-4;101240.0;96686.0
BOLÍVAR;2019;5-9;103099.0;97613.0
BOLÍVAR;2019;10-14;105206.0;98700.0
BOLÍVAR;2019;15-19;101034.0;96663.0
BOLÍVAR;2019;20-24;88764.0;88993.0
BOLÍVAR;2019;25-29;82222.0;83148.0
BOLÍVAR;2019;30-34;71719.0;74556.0
BOLÍVAR;2019;35-39;66529.0;70875.0
BOLÍVAR;2019;40-44;59471.0;62579.0
BOLÍVAR;2019;45-49;54538.0;57079.0
BOLÍVAR;2019;50-54;52155.0;55043.0
BOLÍVAR;2019;55-59;45726.0;48661.0
BOLÍVAR;2019;60-64;35984.0;38885.0
BOLÍVAR;2019;65-69;27683.0;30441.0
BOLÍVAR;2019;70-74;20027.0;22496.0
BOLÍVAR;2019;75-79;14106.0;16147.0
BOLÍVAR;2019;80-84;9125.0;11655.0
BOLÍVAR;2019;85-89;4853.0;6801.0
BOLÍVAR;2019;90-94;2175.0;3240.0
BOLÍVAR;2019;95-99;687.0;1145.0
BOLÍVAR;2019;100+;272.0;391.0
BOLÍVAR;2020;0-4;102316.0;97684.0
BOLÍVAR;2020;5-9;103663.0;98558.0
BOLÍVAR;2020;10-14;105914.0;99265.0
BOLÍVAR;2020;15-19;103038.0;98066.0
BOLÍVAR;2020;20-24;91301.0;91300.0
BOLÍVAR;2020;25-29;84583.0;85608.0
BOLÍVAR;2020;30-34;74083.0;76491.0
BOLÍVAR;2020;35-39;67906.0;72253.0
BOLÍVAR;2020;40-44;61480.0;64870.0
BOLÍVAR;2020;45-49;55000.0;57595.0
BOLÍVAR;2020;50-54;52695.0;55501.0
BOLÍVAR;2020;55-59;47241.0;50286.0
BOLÍVAR;2020;60-64;37492.0;40568.0
BOLÍVAR;2020;65-69;28651.0;31651.0
BOLÍVAR;2020;70-74;20928.0;23691.0
BOLÍVAR;2020;75-79;14344.0;16460.0
BOLÍVAR;2020;80-84;9434.0;11912.0
BOLÍVAR;2020;85-89;4914.0;6906.0
BOLÍVAR;2020;90-94;2170.0;3268.0
BOLÍVAR;2020;95-99;704.0;1151.0
BOLÍVAR;2020;100+;212.0;308.0
BOLÍVAR;2021;0-4;102005.0;97315.0
BOLÍVAR;2021;5-9;103519.0;98781.0
BOLÍVAR;2021;10-14;105785.0;99050.0
BOLÍVAR;2021;15-19;103792.0;98422.0
BOLÍVAR;2021;20-24;93564.0;92984.0
BOLÍVAR;2021;25-29;85605.0;86803.0
BOLÍVAR;2021;30-34;76024.0;78037.0
BOLÍVAR;2021;35-39;68835.0;73024.0
BOLÍVAR;2021;40-44;63022.0;66726.0
BOLÍVAR;2021;45-49;55502.0;58201.0
BOLÍVAR;2021;50-54;52922.0;55584.0
BOLÍVAR;2021;55-59;48311.0;51470.0
BOLÍVAR;2021;60-64;38897.0;42141.0
BOLÍVAR;2021;65-69;29536.0;32827.0
BOLÍVAR;2021;70-74;21764.0;24726.0
BOLÍVAR;2021;75-79;14562.0;16821.0
BOLÍVAR;2021;80-84;9603.0;11973.0
BOLÍVAR;2021;85-89;4888.0;6912.0
BOLÍVAR;2021;90-94;2100.0;3199.0
BOLÍVAR;2021;95-99;640.0;1073.0
BOLÍVAR;2021;100+;157.0;250.0
BOLÍVAR;2022;0-4;100871.0;96268.0
BOLÍVAR;2022;5-9;103213.0;98511.0
BOLÍVAR;2022;10-14;105099.0;98631.0
BOLÍVAR;2022;15-19;103999.0;98305.0
BOLÍVAR;2022;20-24;95549.0;94178.0
BOLÍVAR;2022;25-29;85942.0;87252.0
BOLÍVAR;2022;30-34;77720.0;79621.0
BOLÍVAR;2022;35-39;69571.0;73499.0
BOLÍVAR;2022;40-44;64187.0;68192.0
BOLÍVAR;2022;45-49;56355.0;59084.0
BOLÍVAR;2022;50-54;52916.0;55544.0
BOLÍVAR;2022;55-59;49028.0;52275.0
BOLÍVAR;2022;60-64;40294.0;43658.0
BOLÍVAR;2022;65-69;30500.0;34058.0
BOLÍVAR;2022;70-74;22488.0;25683.0
BOLÍVAR;2022;75-79;14865.0;17395.0
BOLÍVAR;2022;80-84;9659.0;12008.0
BOLÍVAR;2022;85-89;4866.0;6936.0
BOLÍVAR;2022;90-94;2012.0;3112.0
BOLÍVAR;2022;95-99;602.0;1003.0
BOLÍVAR;2022;100+;122.0;204.0
BOLÍVAR;2023;0-4;99422.0;94920.0
BOLÍVAR;2023;5-9;102900.0;98017.0
BOLÍVAR;2023;10-14;104382.0;98188.0
BOLÍVAR;2023;15-19;103891.0;98084.0
BOLÍVAR;2023;20-24;97052.0;94809.0
BOLÍVAR;2023;25-29;86218.0;87633.0
BOLÍVAR;2023;30-34;79445.0;81213.0
BOLÍVAR;2023;35-39;70207.0;73851.0
BOLÍVAR;2023;40-44;65257.0;69471.0
BOLÍVAR;2023;45-49;57407.0;60185.0
BOLÍVAR;2023;50-54;52910.0;55462.0
BOLÍVAR;2023;55-59;49462.0;52824.0
BOLÍVAR;2023;60-64;41697.0;45223.0
BOLÍVAR;2023;65-69;31602.0;35353.0
BOLÍVAR;2023;70-74;23189.0;26615.0
BOLÍVAR;2023;75-79;15363.0;18141.0
BOLÍVAR;2023;80-84;9700.0;12017.0
BOLÍVAR;2023;85-89;4942.0;7039.0
BOLÍVAR;2023;90-94;1975.0;3076.0
BOLÍVAR;2023;95-99;577.0;976.0
BOLÍVAR;2023;100+;105.0;179.0
BOLÍVAR;2024;0-4;97833.0;93412.0
BOLÍVAR;2024;5-9;102502.0;97522.0
BOLÍVAR;2024;10-14;103656.0;97844.0
BOLÍVAR;2024;15-19;103687.0;97722.0
BOLÍVAR;2024;20-24;98185.0;95144.0
BOLÍVAR;2024;25-29;86788.0;88157.0
BOLÍVAR;2024;30-34;80932.0;82718.0
BOLÍVAR;2024;35-39;71142.0;74382.0
BOLÍVAR;2024;40-44;66103.0;70466.0
BOLÍVAR;2024;45-49;58664.0;61610.0
BOLÍVAR;2024;50-54;52961.0;55485.0
BOLÍVAR;2024;55-59;49852.0;53099.0
BOLÍVAR;2024;60-64;43107.0;46788.0
BOLÍVAR;2024;65-69;32862.0;36677.0
BOLÍVAR;2024;70-74;23945.0;27602.0
BOLÍVAR;2024;75-79;16039.0;19084.0
BOLÍVAR;2024;80-84;9844.0;12120.0
BOLÍVAR;2024;85-89;5122.0;7219.0
BOLÍVAR;2024;90-94;1984.0;3112.0
BOLÍVAR;2024;95-99;582.0;982.0
BOLÍVAR;2024;100+;84.0;162.0
BOLÍVAR;2025;0-4;96073.0;91730.0
BOLÍVAR;2025;5-9;101871.0;96828.0
BOLÍVAR;2025;10-14;102929.0;97518.0
BOLÍVAR;2025;15-19;103266.0;97163.0
BOLÍVAR;2025;20-24;98819.0;95134.0
BOLÍVAR;2025;25-29;87758.0;88835.0
BOLÍVAR;2025;30-34;81949.0;83764.0
BOLÍVAR;2025;35-39;72404.0;75239.0
BOLÍVAR;2025;40-44;66701.0;71049.0
BOLÍVAR;2025;45-49;60080.0;63259.0
BOLÍVAR;2025;50-54;53038.0;55572.0
BOLÍVAR;2025;55-59;50121.0;53274.0
BOLÍVAR;2025;60-64;44358.0;48134.0
BOLÍVAR;2025;65-69;34143.0;38108.0
BOLÍVAR;2025;70-74;24758.0;28596.0
BOLÍVAR;2025;75-79;16754.0;20056.0
BOLÍVAR;2025;80-84;10038.0;12362.0
BOLÍVAR;2025;85-89;5282.0;7364.0
BOLÍVAR;2025;90-94;2002.0;3158.0
BOLÍVAR;2025;95-99;575.0;988.0
BOLÍVAR;2025;100+;81.0;151.0
BOLÍVAR;2026;0-4;94170.0;89913.0
BOLÍVAR;2026;5-9;100690.0;95627.0
BOLÍVAR;2026;10-14;102121.0;97053.0
BOLÍVAR;2026;15-19;102561.0;96383.0
BOLÍVAR;2026;20-24;98874.0;94745.0
BOLÍVAR;2026;25-29;89101.0;89602.0
BOLÍVAR;2026;30-34;82304.0;84235.0
BOLÍVAR;2026;35-39;73768.0;76198.0
BOLÍVAR;2026;40-44;67250.0;71416.0
BOLÍVAR;2026;45-49;61307.0;64790.0
BOLÍVAR;2026;50-54;53375.0;55972.0
BOLÍVAR;2026;55-59;50240.0;53242.0
BOLÍVAR;2026;60-64;45300.0;49207.0
BOLÍVAR;2026;65-69;35431.0;39567.0
BOLÍVAR;2026;70-74;25579.0;29689.0
BOLÍVAR;2026;75-79;17485.0;20970.0
BOLÍVAR;2026;80-84;10295.0;12721.0
BOLÍVAR;2026;85-89;5465.0;7481.0
BOLÍVAR;2026;90-94;2054.0;3225.0
BOLÍVAR;2026;95-99;579.0;977.0
BOLÍVAR;2026;100+;82.0;146.0
BOLÍVAR;2027;0-4;92256.0;88079.0
BOLÍVAR;2027;5-9;99182.0;94207.0
BOLÍVAR;2027;10-14;101501.0;96440.0
BOLÍVAR;2027;15-19;101628.0;95648.0
BOLÍVAR;2027;20-24;98733.0;94248.0
BOLÍVAR;2027;25-29;90537.0;90280.0
BOLÍVAR;2027;30-34;82358.0;84363.0
BOLÍVAR;2027;35-39;75177.0;77482.0
BOLÍVAR;2027;40-44;67826.0;71714.0
BOLÍVAR;2027;45-49;62348.0;66087.0
BOLÍVAR;2027;50-54;54131.0;56745.0
BOLÍVAR;2027;55-59;50228.0;53156.0
BOLÍVAR;2027;60-64;46027.0;49970.0
BOLÍVAR;2027;65-69;36795.0;41029.0
BOLÍVAR;2027;70-74;26537.0;30864.0
BOLÍVAR;2027;75-79;18215.0;21853.0
BOLÍVAR;2027;80-84;10617.0;13241.0
BOLÍVAR;2027;85-89;5603.0;7581.0
BOLÍVAR;2027;90-94;2100.0;3300.0
BOLÍVAR;2027;95-99;582.0;986.0
BOLÍVAR;2027;100+;77.0;148.0
BOLÍVAR;2028;0-4;90329.0;86225.0
BOLÍVAR;2028;5-9;97463.0;92619.0
BOLÍVAR;2028;10-14;100946.0;95743.0
BOLÍVAR;2028;15-19;100711.0;95026.0
BOLÍVAR;2028;20-24;98401.0;93778.0
BOLÍVAR;2028;25-29;91711.0;90586.0
BOLÍVAR;2028;30-34;82446.0;84505.0
BOLÍVAR;2028;35-39;76684.0;78863.0
BOLÍVAR;2028;40-44;68326.0;71947.0
BOLÍVAR;2028;45-49;63331.0;67236.0
BOLÍVAR;2028;50-54;55087.0;57764.0
BOLÍVAR;2028;55-59;50247.0;53074.0
BOLÍVAR;2028;60-64;46469.0;50497.0
BOLÍVAR;2028;65-69;38136.0;42541.0
BOLÍVAR;2028;70-74;27582.0;32086.0
BOLÍVAR;2028;75-79;18892.0;22708.0
BOLÍVAR;2028;80-84;11074.0;13899.0
BOLÍVAR;2028;85-89;5696.0;7656.0
BOLÍVAR;2028;90-94;2172.0;3388.0
BOLÍVAR;2028;95-99;594.0;983.0
BOLÍVAR;2028;100+;76.0;150.0
BOLÍVAR;2029;0-4;88331.0;84340.0
BOLÍVAR;2029;5-9;95615.0;90853.0
BOLÍVAR;2029;10-14;100310.0;95001.0
BOLÍVAR;2029;15-19;99833.0;94500.0
BOLÍVAR;2029;20-24;97993.0;93169.0
BOLÍVAR;2029;25-29;92486.0;90592.0
BOLÍVAR;2029;30-34;82738.0;84766.0
BOLÍVAR;2029;35-39;77982.0;80132.0
BOLÍVAR;2029;40-44;69119.0;72333.0
BOLÍVAR;2029;45-49;64071.0;68140.0
BOLÍVAR;2029;50-54;56244.0;59079.0
BOLÍVAR;2029;55-59;50267.0;53038.0
BOLÍVAR;2029;60-64;46841.0;50762.0
BOLÍVAR;2029;65-69;39432.0;44004.0
BOLÍVAR;2029;70-74;28706.0;33314.0
BOLÍVAR;2029;75-79;19529.0;23587.0
BOLÍVAR;2029;80-84;11602.0;14623.0
BOLÍVAR;2029;85-89;5817.0;7758.0
BOLÍVAR;2029;90-94;2267.0;3492.0
BOLÍVAR;2029;95-99;597.0;1003.0
BOLÍVAR;2029;100+;80.0;147.0
BOLÍVAR;2030;0-4;86390.0;82489.0
BOLÍVAR;2030;5-9;93672.0;88994.0
BOLÍVAR;2030;10-14;99513.0;94160.0
BOLÍVAR;2030;15-19;99016.0;94023.0
BOLÍVAR;2030;20-24;97468.0;92497.0
BOLÍVAR;2030;25-29;92924.0;90396.0
BOLÍVAR;2030;30-34;83486.0;85215.0
BOLÍVAR;2030;35-39;78858.0;81035.0
BOLÍVAR;2030;40-44;70259.0;73065.0
BOLÍVAR;2030;45-49;64581.0;68635.0
BOLÍVAR;2030;50-54;57564.0;60610.0
BOLÍVAR;2030;55-59;50314.0;53097.0
BOLÍVAR;2030;60-64;47084.0;50925.0
BOLÍVAR;2030;65-69;40614.0;45266.0
BOLÍVAR;2030;70-74;29864.0;34632.0
BOLÍVAR;2030;75-79;20229.0;24472.0
BOLÍVAR;2030;80-84;12157.0;15391.0
BOLÍVAR;2030;85-89;5953.0;7954.0
BOLÍVAR;2030;90-94;2357.0;3604.0
BOLÍVAR;2030;95-99;607.0;1026.0
BOLÍVAR;2030;100+;78.0;151.0
BOLÍVAR;2031;0-4;84502.0;80669.0
BOLÍVAR;2031;5-9;91820.0;87211.0
BOLÍVAR;2031;10-14;98371.0;92991.0
BOLÍVAR;2031;15-19;98250.0;93555.0
BOLÍVAR;2031;20-24;96833.0;91756.0
BOLÍVAR;2031;25-29;93004.0;90007.0
BOLÍVAR;2031;30-34;84743.0;85919.0
BOLÍVAR;2031;35-39;79252.0;81514.0
BOLÍVAR;2031;40-44;71587.0;74029.0
BOLÍVAR;2031;45-49;65151.0;69000.0
BOLÍVAR;2031;50-54;58779.0;62095.0
BOLÍVAR;2031;55-59;50659.0;53524.0
BOLÍVAR;2031;60-64;47236.0;50916.0
BOLÍVAR;2031;65-69;41532.0;46324.0
BOLÍVAR;2031;70-74;31062.0;36009.0
BOLÍVAR;2031;75-79;20961.0;25451.0
BOLÍVAR;2031;80-84;12738.0;16159.0
BOLÍVAR;2031;85-89;6138.0;8212.0
BOLÍVAR;2031;90-94;2459.0;3679.0
BOLÍVAR;2031;95-99;607.0;1062.0
BOLÍVAR;2031;100+;78.0;147.0
BOLÍVAR;2032;0-4;82625.0;78904.0
BOLÍVAR;2032;5-9;89985.0;85496.0
BOLÍVAR;2032;10-14;96917.0;91612.0
BOLÍVAR;2032;15-19;97689.0;93022.0
BOLÍVAR;2032;20-24;96003.0;91123.0
BOLÍVAR;2032;25-29;92940.0;89606.0
BOLÍVAR;2032;30-34;86145.0;86599.0
BOLÍVAR;2032;35-39;79375.0;81698.0
BOLÍVAR;2032;40-44;73011.0;75306.0
BOLÍVAR;2032;45-49;65725.0;69310.0
BOLÍVAR;2032;50-54;59812.0;63374.0
BOLÍVAR;2032;55-59;51402.0;54271.0
BOLÍVAR;2032;60-64;47269.0;50863.0
BOLÍVAR;2032;65-69;42245.0;47089.0
BOLÍVAR;2032;70-74;32304.0;37376.0
BOLÍVAR;2032;75-79;21810.0;26505.0
BOLÍVAR;2032;80-84;13305.0;16889.0
BOLÍVAR;2032;85-89;6377.0;8580.0
BOLÍVAR;2032;90-94;2523.0;3741.0
BOLÍVAR;2032;95-99;648.0;1089.0
BOLÍVAR;2032;100+;77.0;146.0
BOLÍVAR;2033;0-4;80813.0;77167.0
BOLÍVAR;2033;5-9;88141.0;83729.0
BOLÍVAR;2033;10-14;95304.0;90120.0
BOLÍVAR;2033;15-19;97204.0;92390.0
BOLÍVAR;2033;20-24;95229.0;90552.0
BOLÍVAR;2033;25-29;92721.0;89233.0
BOLÍVAR;2033;30-34;87278.0;86946.0
BOLÍVAR;2033;35-39;79541.0;81884.0
BOLÍVAR;2033;40-44;74551.0;76692.0
BOLÍVAR;2033;45-49;66276.0;69567.0
BOLÍVAR;2033;50-54;60775.0;64515.0
BOLÍVAR;2033;55-59;52340.0;55286.0
BOLÍVAR;2033;60-64;47335.0;50810.0
